"Date","P/E","P/B","Div Yield %"
"05 Aug 2014","20.43","3.48","1.3"
"04 Aug 2014","20.26","3.46","1.31"
"01 Aug 2014","20.05","3.42","1.32"
"31 Jul 2014","20.56","3.48","1.3"
"30 Jul 2014","20.78","3.54","1.27"
"28 Jul 2014","20.66","3.53","1.27"
"25 Jul 2014","20.79","3.55","1.26"
"24 Jul 2014","20.92","3.57","1.25"
"23 Jul 2014","20.82","3.56","1.26"
"22 Jul 2014","20.78","3.54","1.26"
"21 Jul 2014","20.58","3.51","1.28"
"18 Jul 2014","20.6","3.5","1.28"
"17 Jul 2014","20.62","3.49","1.28"
"16 Jul 2014","20.57","3.48","1.29"
"15 Jul 2014","20.31","3.44","1.3"
"14 Jul 2014","20.12","3.41","1.31"
"11 Jul 2014","20.12","3.41","1.31"
"10 Jul 2014","20.48","3.46","1.3"
"09 Jul 2014","20.54","3.46","1.29"
"08 Jul 2014","20.64","3.48","1.29"
"07 Jul 2014","21.08","3.56","1.26"
"04 Jul 2014","20.99","3.54","1.26"
"03 Jul 2014","20.93","3.52","1.27"
"02 Jul 2014","20.96","3.53","1.27"
"01 Jul 2014","20.71","3.49","1.28"
"30 Jun 2014","20.65","3.48","1.29"
"27 Jun 2014","20.37","3.43","1.31"
"26 Jun 2014","20.33","3.42","1.31"
"25 Jun 2014","20.53","3.46","1.29"
"24 Jun 2014","20.56","3.46","1.29"
"23 Jun 2014","20.33","3.42","1.31"
"20 Jun 2014","20.38","3.43","1.3"
"19 Jun 2014","20.52","3.44","1.3"
"18 Jun 2014","20.56","3.45","1.3"
"17 Jun 2014","20.76","3.48","1.28"
"16 Jun 2014","20.53","3.52","1.28"
"13 Jun 2014","20.55","3.52","1.28"
"12 Jun 2014","20.84","3.58","1.28"
"11 Jun 2014","20.78","3.56","1.28"
"10 Jun 2014","20.86","3.62","1.26"
"09 Jun 2014","20.85","3.62","1.26"
"06 Jun 2014","20.75","3.6","1.28"
"05 Jun 2014","20.6","3.55","1.29"
"04 Jun 2014","20.42","3.52","1.31"
"03 Jun 2014","20.46","3.52","1.3"
"02 Jun 2014","20.27","3.5","1.31"
"30 May 2014","19.82","3.43","1.34"
"29 May 2014","19.79","3.44","1.34"
"28 May 2014","20.22","3.48","1.32"
"27 May 2014","20.21","3.48","1.32"
"26 May 2014","20.32","3.49","1.31"
"23 May 2014","20.39","3.5","1.31"
"22 May 2014","20.14","3.46","1.33"
"21 May 2014","20.07","3.44","1.33"
"20 May 2014","20.21","3.46","1.33"
"19 May 2014","20.15","3.45","1.33"
"16 May 2014","19.93","3.42","1.34"
"15 May 2014","19.71","3.38","1.36"
"14 May 2014","19.67","3.38","1.36"
"13 May 2014","19.67","3.38","1.36"
"12 May 2014","19.47","3.33","1.38"
"09 May 2014","19.1","3.26","1.41"
"08 May 2014","18.52","3.17","1.45"
"07 May 2014","18.56","3.18","1.43"
"06 May 2014","18.74","3.21","1.41"
"05 May 2014","18.69","3.21","1.42"
"02 May 2014","18.72","3.2","1.42"
"30 Apr 2014","18.79","3.23","1.37"
"29 Apr 2014","18.88","3.24","1.37"
"28 Apr 2014","18.98","3.26","1.36"
"25 Apr 2014","19.04","3.27","1.36"
"23 Apr 2014","19.2","3.3","1.34"
"22 Apr 2014","19.13","3.29","1.35"
"21 Apr 2014","19.14","3.29","1.35"
"17 Apr 2014","19.04","3.27","1.36"
"16 Apr 2014","18.79","3.22","1.38"
"15 Apr 2014","18.95","3.25","1.37"
"11 Apr 2014","19.07","3.27","1.36"
"10 Apr 2014","19.12","3.28","1.35"
"09 Apr 2014","19.12","3.28","1.35"
"07 Apr 2014","18.84","3.23","1.37"
"04 Apr 2014","18.84","3.23","1.37"
"03 Apr 2014","18.95","3.25","1.37"
"02 Apr 2014","19","3.26","1.36"
"01 Apr 2014","18.91","3.24","1.37"
"31 Mar 2014","18.86","3.23","1.37"
"28 Mar 2014","18.84","3.23","1.37"
"27 Mar 2014","18.71","3.14","1.41"
"26 Mar 2014","18.59","3.12","1.42"
"25 Mar 2014","18.56","3.12","1.42"
"24 Mar 2014","18.54","3.12","1.42"
"22 Mar 2014","18.29","3.07","1.44"
"21 Mar 2014","18.29","3.07","1.44"
"20 Mar 2014","18.26","3.07","1.44"
"19 Mar 2014","18.38","3.09","1.43"
"18 Mar 2014","18.35","3.08","1.44"
"14 Mar 2014","18.31","3.08","1.44"
"13 Mar 2014","18.28","3.07","1.44"
"12 Mar 2014","18.35","3.08","1.44"
"11 Mar 2014","18.34","3.08","1.44"
"10 Mar 2014","18.41","3.09","1.43"
"07 Mar 2014","18.38","3.09","1.43"
"06 Mar 2014","18.02","3.03","1.46"
"05 Mar 2014","17.82","2.99","1.48"
"04 Mar 2014","17.73","2.98","1.49"
"03 Mar 2014","17.52","2.94","1.5"
"28 Feb 2014","17.67","2.97","1.49"
"26 Feb 2014","17.57","2.95","1.5"
"25 Feb 2014","17.46","2.93","1.51"
"24 Feb 2014","17.42","2.93","1.51"
"21 Feb 2014","17.33","2.91","1.52"
"20 Feb 2014","17.42","2.88","1.54"
"19 Feb 2014","17.59","2.91","1.52"
"18 Feb 2014","17.59","2.9","1.53"
"17 Feb 2014","17.28","2.87","1.54"
"14 Feb 2014","17.22","2.87","1.55"
"13 Feb 2014","17.09","2.84","1.56"
"12 Feb 2014","17.32","2.88","1.54"
"11 Feb 2014","17.26","2.87","1.54"
"10 Feb 2014","17.24","2.87","1.55"
"07 Feb 2014","17.25","2.87","1.54"
"06 Feb 2014","17.16","2.86","1.55"
"05 Feb 2014","17.41","2.85","1.56"
"04 Feb 2014","17.35","2.84","1.56"
"03 Feb 2014","17.34","2.84","1.56"
"31 Jan 2014","17.7","2.88","1.54"
"30 Jan 2014","17.65","2.87","1.54"
"29 Jan 2014","17.79","2.9","1.53"
"28 Jan 2014","17.82","2.9","1.53"
"27 Jan 2014","17.85","2.9","1.53"
"24 Jan 2014","18.25","2.97","1.49"
"23 Jan 2014","18.49","3","1.48"
"22 Jan 2014","18.45","3","1.48"
"21 Jan 2014","18.38","2.99","1.48"
"20 Jan 2014","18.35","2.99","1.49"
"17 Jan 2014","18.45","2.97","1.5"
"16 Jan 2014","18.63","3","1.48"
"15 Jan 2014","18.68","3","1.48"
"14 Jan 2014","18.44","2.96","1.5"
"13 Jan 2014","18.55","2.98","1.49"
"10 Jan 2014","18.24","2.93","1.52"
"09 Jan 2014","18.3","2.93","1.52"
"08 Jan 2014","18.32","2.93","1.52"
"07 Jan 2014","18.28","2.92","1.52"
"06 Jan 2014","18.37","2.94","1.51"
"03 Jan 2014","18.43","2.95","1.51"
"02 Jan 2014","18.46","2.95","1.5"
"01 Jan 2014","18.69","2.99","1.49"
"31 Dec 2013","18.7","2.99","1.48"
"30 Dec 2013","18.66","2.99","1.49"
"27 Dec 2013","18.75","3","1.48"
"26 Dec 2013","18.64","2.98","1.49"
"24 Dec 2013","18.61","2.98","1.49"
"23 Dec 2013","18.66","2.98","1.49"
"20 Dec 2013","18.63","2.98","1.49"
"19 Dec 2013","18.31","2.93","1.51"
"18 Dec 2013","18.46","2.95","1.5"
"17 Dec 2013","18.23","2.91","1.52"
"16 Dec 2013","18.27","2.92","1.52"
"13 Dec 2013","18.32","2.93","1.51"
"12 Dec 2013","18.52","2.96","1.5"
"11 Dec 2013","18.73","3","1.48"
"10 Dec 2013","18.8","3.01","1.47"
"09 Dec 2013","18.9","3.02","1.47"
"06 Dec 2013","18.58","2.97","1.49"
"05 Dec 2013","18.58","2.96","1.5"
"04 Dec 2013","18.34","2.92","1.52"
"03 Dec 2013","18.46","2.94","1.51"
"02 Dec 2013","18.51","2.95","1.5"
"29 Nov 2013","18.38","2.93","1.51"
"28 Nov 2013","18.13","2.89","1.53"
"27 Nov 2013","18.03","2.88","1.54"
"26 Nov 2013","17.94","2.88","1.53"
"25 Nov 2013","18.06","2.9","1.52"
"22 Nov 2013","17.71","2.85","1.55"
"21 Nov 2013","17.26","2.85","1.54"
"20 Nov 2013","17.61","2.91","1.51"
"19 Nov 2013","17.85","2.95","1.49"
"18 Nov 2013","17.76","2.95","1.49"
"14 Nov 2013","17.42","2.88","1.52"
"13 Nov 2013","17.23","2.85","1.54"
"12 Nov 2013","17.31","2.86","1.53"
"11 Nov 2013","17.48","2.89","1.52"
"08 Nov 2013","17.65","2.92","1.5"
"07 Nov 2013","17.78","2.94","1.49"
"06 Nov 2013","17.92","2.95","1.48"
"05 Nov 2013","18.06","2.97","1.47"
"03 Nov 2013","18.23","3","1.46"
"01 Nov 2013","18.2","3","1.46"
"31 Oct 2013","18.18","2.99","1.46"
"30 Oct 2013","18.04","2.97","1.47"
"29 Oct 2013","17.95","2.95","1.48"
"28 Oct 2013","17.61","2.9","1.51"
"25 Oct 2013","17.73","2.92","1.5"
"24 Oct 2013","17.79","2.93","1.5"
"23 Oct 2013","17.83","2.93","1.49"
"22 Oct 2013","18.01","2.95","1.49"
"21 Oct 2013","18.07","2.96","1.49"
"18 Oct 2013","18.02","2.95","1.49"
"17 Oct 2013","17.63","2.88","1.53"
"15 Oct 2013","17.85","2.9","1.52"
"14 Oct 2013","17.94","2.91","1.51"
"11 Oct 2013","17.88","2.9","1.52"
"10 Oct 2013","17.66","2.86","1.53"
"09 Oct 2013","17.62","2.86","1.54"
"08 Oct 2013","17.38","2.82","1.56"
"07 Oct 2013","17.32","2.81","1.56"
"04 Oct 2013","17.32","2.81","1.56"
"03 Oct 2013","17.33","2.82","1.54"
"01 Oct 2013","16.95","2.78","1.56"
"30 Sep 2013","16.82","2.77","1.56"
"27 Sep 2013","17.11","2.82","1.56"
"26 Sep 2013","17.1","2.79","1.55"
"25 Sep 2013","17.07","2.79","1.55"
"24 Sep 2013","17.13","2.79","1.51"
"23 Sep 2013","17.12","2.82","1.5"
"20 Sep 2013","17.47","2.88","1.47"
"19 Sep 2013","17.77","2.95","1.42"
"18 Sep 2013","17.15","2.86","1.49"
"17 Sep 2013","17","2.84","1.45"
"16 Sep 2013","16.98","2.85","1.45"
"13 Sep 2013","17","2.87","1.44"
"12 Sep 2013","17","2.89","1.44"
"11 Sep 2013","17.19","2.96","1.41"
"10 Sep 2013","17.14","2.95","1.42"
"06 Sep 2013","16.37","2.81","1.48"
"05 Sep 2013","16.12","2.77","1.51"
"04 Sep 2013","15.7","2.7","1.55"
"03 Sep 2013","15.4","2.65","1.58"
"02 Sep 2013","16","2.75","1.52"
"30 Aug 2013","15.77","2.71","1.54"
"29 Aug 2013","15.59","2.68","1.56"
"28 Aug 2013","15.23","2.62","1.6"
"27 Aug 2013","15.24","2.62","1.59"
"26 Aug 2013","15.8","2.71","1.54"
"23 Aug 2013","15.79","2.71","1.54"
"22 Aug 2013","15.6","2.68","1.56"
"21 Aug 2013","15.3","2.63","1.59"
"20 Aug 2013","15.58","2.68","1.56"
"19 Aug 2013","15.62","2.68","1.56"
"16 Aug 2013","16.35","2.73","1.53"
"14 Aug 2013","16.97","2.84","1.47"
"13 Aug 2013","16.84","2.82","1.48"
"12 Aug 2013","16.59","2.78","1.5"
"08 Aug 2013","16.5","2.76","1.51"
"07 Aug 2013","16.36","2.73","1.53"
"06 Aug 2013","16.51","2.75","1.52"
"05 Aug 2013","16.94","2.82","1.48"
"02 Aug 2013","16.88","2.81","1.48"
"01 Aug 2013","17.03","2.84","1.47"
"31 Jul 2013","17.05","2.84","1.47"
"30 Jul 2013","17.11","2.85","1.46"
"29 Jul 2013","17.31","2.93","1.44"
"26 Jul 2013","17.58","3.01","1.4"
"25 Jul 2013","17.68","3.02","1.4"
"24 Jul 2013","18.03","3.07","1.38"
"23 Jul 2013","18.32","3.11","1.36"
"22 Jul 2013","18.23","3.09","1.37"
"19 Jul 2013","18.3","3.09","1.37"
"18 Jul 2013","18.32","3.09","1.37"
"17 Jul 2013","18.18","3.06","1.38"
"16 Jul 2013","18.13","3.05","1.39"
"15 Jul 2013","18.36","3.09","1.37"
"12 Jul 2013","18.31","3.08","1.38"
"11 Jul 2013","18.09","3.04","1.39"
"10 Jul 2013","17.73","2.98","1.42"
"09 Jul 2013","17.85","3","1.41"
"08 Jul 2013","17.71","2.98","1.42"
"05 Jul 2013","17.87","3","1.41"
"04 Jul 2013","17.77","2.99","1.42"
"03 Jul 2013","17.57","2.98","1.42"
"02 Jul 2013","17.84","3.05","1.41"
"01 Jul 2013","17.96","3.07","1.4"
"28 Jun 2013","17.76","3.04","1.43"
"27 Jun 2013","17.28","2.98","1.46"
"26 Jun 2013","16.96","2.95","1.48"
"25 Jun 2013","17.03","2.96","1.48"
"24 Jun 2013","16.97","2.95","1.48"
"21 Jun 2013","17.2","2.99","1.46"
"20 Jun 2013","17.17","2.99","1.47"
"19 Jun 2013","17.68","3.07","1.42"
"18 Jun 2013","17.64","3.07","1.43"
"17 Jun 2013","17.75","3.09","1.42"
"14 Jun 2013","17.53","3.07","1.43"
"13 Jun 2013","17.2","3.01","1.45"
"12 Jun 2013","17.38","3.04","1.44"
"11 Jun 2013","17.47","3.06","1.43"
"10 Jun 2013","17.73","3.1","1.41"
"07 Jun 2013","17.76","3.1","1.41"
"06 Jun 2013","17.89","3.12","1.4"
"05 Jun 2013","17.77","3.12","1.4"
"04 Jun 2013","17.75","3.12","1.4"
"03 Jun 2013","17.81","3.13","1.4"
"31 May 2013","17.95","3.16","1.39"
"30 May 2013","18.37","3.23","1.36"
"29 May 2013","18.31","3.22","1.36"
"28 May 2013","18.25","3.22","1.36"
"27 May 2013","18.19","3.21","1.36"
"24 May 2013","17.88","3.15","1.39"
"23 May 2013","17.77","3.15","1.39"
"22 May 2013","18.15","3.21","1.36"
"21 May 2013","18.24","3.22","1.36"
"20 May 2013","18.37","3.25","1.35"
"17 May 2013","18.38","3.26","1.34"
"16 May 2013","18.33","3.25","1.35"
"15 May 2013","18.33","3.24","1.35"
"14 May 2013","17.88","3.16","1.38"
"13 May 2013","17.79","3.15","1.39"
"11 May 2013","18.26","3.22","1.36"
"10 May 2013","18.22","3.21","1.36"
"09 May 2013","18.11","3.19","1.37"
"08 May 2013","18.2","3.2","1.37"
"07 May 2013","18.19","3.19","1.37"
"06 May 2013","17.97","3.15","1.39"
"03 May 2013","17.89","3.13","1.4"
"02 May 2013","18.05","3.16","1.38"
"30 Apr 2013","17.85","3.13","1.4"
"29 Apr 2013","17.78","3.11","1.41"
"26 Apr 2013","17.73","3.09","1.41"
"25 Apr 2013","18","3.12","1.4"
"23 Apr 2013","17.76","3.08","1.42"
"22 Apr 2013","17.76","3.07","1.42"
"18 Apr 2013","17.6","3.05","1.44"
"17 Apr 2013","17.31","3","1.46"
"16 Apr 2013","17.45","3","1.46"
"15 Apr 2013","17.08","2.93","1.49"
"12 Apr 2013","16.96","2.91","1.5"
"11 Apr 2013","17.17","2.95","1.48"
"10 Apr 2013","17.06","2.93","1.49"
"09 Apr 2013","16.86","2.9","1.51"
"08 Apr 2013","17.01","2.92","1.5"
"05 Apr 2013","17.04","2.93","1.49"
"04 Apr 2013","17.11","2.94","1.49"
"03 Apr 2013","17.41","2.99","1.46"
"02 Apr 2013","17.64","3.03","1.44"
"01 Apr 2013","17.51","3.01","1.46"
"28 Mar 2013","17.57","3.01","1.46"
"26 Mar 2013","17.44","2.98","1.47"
"25 Mar 2013","17.41","2.98","1.47"
"22 Mar 2013","17.47","2.99","1.46"
"21 Mar 2013","17.49","3","1.46"
"20 Mar 2013","17.6","3.01","1.45"
"19 Mar 2013","17.76","3.04","1.44"
"18 Mar 2013","18.04","3.09","1.42"
"15 Mar 2013","18.15","3.11","1.41"
"14 Mar 2013","18.26","3.13","1.4"
"13 Mar 2013","18.09","3.1","1.41"
"12 Mar 2013","18.28","3.13","1.4"
"11 Mar 2013","18.37","3.15","1.39"
"08 Mar 2013","18.44","3.16","1.38"
"07 Mar 2013","18.19","3.12","1.4"
"06 Mar 2013","18.05","3.1","1.41"
"05 Mar 2013","17.94","3.08","1.42"
"04 Mar 2013","17.67","3.03","1.44"
"01 Mar 2013","17.74","3.04","1.44"
"28 Feb 2013","17.66","3.03","1.44"
"27 Feb 2013","17.98","3.08","1.42"
"26 Feb 2013","18","3.06","1.43"
"25 Feb 2013","18.29","3.11","1.4"
"22 Feb 2013","18.28","3.11","1.41"
"21 Feb 2013","18.32","3.11","1.4"
"20 Feb 2013","18.61","3.16","1.38"
"19 Feb 2013","18.52","3.16","1.38"
"18 Feb 2013","18.27","3.14","1.39"
"15 Feb 2013","18.21","3.13","1.4"
"14 Feb 2013","18.27","3.13","1.4"
"13 Feb 2013","18.33","3.15","1.39"
"12 Feb 2013","18.29","3.14","1.39"
"11 Feb 2013","18.17","3.13","1.4"
"08 Feb 2013","18.16","3.13","1.4"
"07 Feb 2013","18.27","3.15","1.39"
"06 Feb 2013","18.34","3.16","1.38"
"05 Feb 2013","18.33","3.16","1.38"
"04 Feb 2013","18.43","3.18","1.38"
"01 Feb 2013","18.42","3.18","1.37"
"31 Jan 2013","18.5","3.2","1.37"
"30 Jan 2013","18.66","3.21","1.36"
"29 Jan 2013","18.67","3.21","1.36"
"28 Jan 2013","18.75","3.22","1.36"
"25 Jan 2013","18.77","3.22","1.36"
"24 Jan 2013","18.6","3.19","1.37"
"23 Jan 2013","18.76","3.21","1.36"
"22 Jan 2013","18.75","3.21","1.36"
"21 Jan 2013","18.97","3.23","1.36"
"18 Jan 2013","19.01","3.22","1.36"
"17 Jan 2013","19.07","3.21","1.36"
"16 Jan 2013","18.95","3.19","1.37"
"15 Jan 2013","19.12","3.21","1.36"
"14 Jan 2013","19.05","3.2","1.37"
"11 Jan 2013","18.82","3.16","1.39"
"10 Jan 2013","18.88","3.17","1.38"
"09 Jan 2013","18.89","3.17","1.38"
"08 Jan 2013","18.98","3.19","1.37"
"07 Jan 2013","18.94","3.18","1.38"
"04 Jan 2013","19.03","3.19","1.37"
"03 Jan 2013","19.01","3.19","1.37"
"02 Jan 2013","18.96","3.18","1.38"
"01 Jan 2013","18.82","3.16","1.39"
"31 Dec 2012","18.68","3.13","1.4"
"28 Dec 2012","18.69","3.14","1.4"
"27 Dec 2012","18.57","3.12","1.4"
"26 Dec 2012","18.68","3.13","1.4"
"24 Dec 2012","18.52","3.11","1.41"
"21 Dec 2012","18.5","3.1","1.41"
"20 Dec 2012","18.71","3.14","1.39"
"19 Dec 2012","18.76","3.15","1.39"
"18 Dec 2012","18.65","3.13","1.4"
"17 Dec 2012","18.53","3.11","1.41"
"14 Dec 2012","18.6","3.12","1.4"
"13 Dec 2012","18.51","3.11","1.41"
"12 Dec 2012","18.62","3.12","1.4"
"11 Dec 2012","18.66","3.13","1.4"
"10 Dec 2012","18.69","3.14","1.4"
"07 Dec 2012","18.68","3.13","1.4"
"06 Dec 2012","18.75","3.15","1.39"
"05 Dec 2012","18.66","3.13","1.4"
"04 Dec 2012","18.62","3.12","1.4"
"03 Dec 2012","18.56","3.11","1.4"
"30 Nov 2012","18.59","3.12","1.4"
"29 Nov 2012","18.42","3.09","1.41"
"27 Nov 2012","18.11","3.04","1.43"
"26 Nov 2012","17.82","3","1.45"
"23 Nov 2012","17.78","2.99","1.46"
"22 Nov 2012","17.79","3","1.46"
"21 Nov 2012","17.74","2.99","1.46"
"20 Nov 2012","17.61","2.97","1.47"
"19 Nov 2012","17.61","2.97","1.47"
"16 Nov 2012","17.62","2.97","1.47"
"15 Nov 2012","17.78","3","1.45"
"13 Nov 2012","17.9","3.02","1.45"
"12 Nov 2012","17.95","3.02","1.44"
"09 Nov 2012","18.43","3.03","1.45"
"08 Nov 2012","18.61","3.06","1.43"
"07 Nov 2012","18.78","3.08","1.43"
"06 Nov 2012","18.66","3.07","1.43"
"05 Nov 2012","18.62","3.06","1.43"
"02 Nov 2012","18.6","3.08","1.42"
"01 Nov 2012","18.46","3.05","1.43"
"31 Oct 2012","18.4","3.03","1.44"
"30 Oct 2012","18.36","3.02","1.44"
"29 Oct 2012","18.58","3.06","1.42"
"26 Oct 2012","18.57","3.06","1.42"
"25 Oct 2012","18.81","3.09","1.41"
"23 Oct 2012","18.77","3.11","1.42"
"22 Oct 2012","18.88","3.14","1.39"
"19 Oct 2012","18.94","3.12","1.4"
"18 Oct 2012","19.07","3.14","1.39"
"17 Oct 2012","18.88","3.11","1.4"
"16 Oct 2012","18.86","3.11","1.41"
"15 Oct 2012","19.04","3.15","1.42"
"12 Oct 2012","19","3.14","1.43"
"11 Oct 2012","19.19","3.16","1.42"
"10 Oct 2012","19","3.13","1.43"
"09 Oct 2012","19.18","3.16","1.42"
"08 Oct 2012","19.08","3.14","1.43"
"05 Oct 2012","19.32","3.18","1.41"
"04 Oct 2012","19.45","3.2","1.4"
"03 Oct 2012","19.27","3.19","1.41"
"01 Oct 2012","19.22","3.19","1.41"
"28 Sep 2012","19.17","3.18","1.42"
"27 Sep 2012","18.98","3.06","1.46"
"26 Sep 2012","19.02","3.09","1.46"
"25 Sep 2012","19.06","3.1","1.46"
"24 Sep 2012","19.05","3.09","1.46"
"21 Sep 2012","19.12","3.1","1.45"
"20 Sep 2012","18.66","3.03","1.49"
"18 Sep 2012","18.81","3.06","1.48"
"17 Sep 2012","18.85","3.06","1.47"
"14 Sep 2012","18.74","3.04","1.48"
"13 Sep 2012","18.26","2.97","1.52"
"12 Sep 2012","18.24","2.96","1.52"
"11 Sep 2012","18.11","2.94","1.53"
"10 Sep 2012","17.99","2.92","1.54"
"08 Sep 2012","17.98","2.92","1.54"
"07 Sep 2012","17.92","2.91","1.55"
"06 Sep 2012","17.58","2.85","1.58"
"05 Sep 2012","17.53","2.85","1.58"
"04 Sep 2012","17.69","2.87","1.57"
"03 Sep 2012","17.63","2.86","1.58"
"31 Aug 2012","17.64","2.87","1.57"
"30 Aug 2012","17.83","2.9","1.56"
"29 Aug 2012","17.74","2.88","1.56"
"28 Aug 2012","17.9","2.91","1.55"
"27 Aug 2012","17.95","2.92","1.55"
"24 Aug 2012","18.07","2.94","1.54"
"23 Aug 2012","18.17","2.95","1.53"
"22 Aug 2012","18.16","2.95","1.53"
"21 Aug 2012","18.19","2.95","1.53"
"17 Aug 2012","17.97","2.92","1.54"
"16 Aug 2012","17.97","2.99","1.51"
"14 Aug 2012","17.88","3.04","1.52"
"13 Aug 2012","17.51","3.03","1.5"
"10 Aug 2012","17.34","3.01","1.51"
"09 Aug 2012","17.35","3.01","1.51"
"08 Aug 2012","17.43","3.02","1.51"
"07 Aug 2012","17.43","3.02","1.51"
"06 Aug 2012","17.25","2.99","1.52"
"03 Aug 2012","17.03","2.95","1.54"
"02 Aug 2012","17.07","2.96","1.54"
"01 Aug 2012","17.13","2.97","1.54"
"31 Jul 2012","17.09","2.96","1.54"
"30 Jul 2012","17","2.94","1.55"
"27 Jul 2012","16.68","2.89","1.58"
"26 Jul 2012","16.62","2.85","1.6"
"25 Jul 2012","16.8","2.89","1.58"
"24 Jul 2012","16.86","2.94","1.56"
"23 Jul 2012","16.9","2.93","1.56"
"20 Jul 2012","17.08","2.98","1.53"
"19 Jul 2012","17.18","3","1.52"
"18 Jul 2012","17.11","2.99","1.53"
"17 Jul 2012","17.04","2.97","1.54"
"16 Jul 2012","17.05","2.98","1.54"
"13 Jul 2012","17.2","2.99","1.53"
"12 Jul 2012","17.37","3","1.53"
"11 Jul 2012","17.61","3.04","1.51"
"10 Jul 2012","17.74","3.06","1.49"
"09 Jul 2012","17.5","3.02","1.51"
"06 Jul 2012","17.64","3.04","1.5"
"05 Jul 2012","17.67","3.05","1.5"
"04 Jul 2012","17.59","3.03","1.51"
"03 Jul 2012","17.54","3.03","1.51"
"02 Jul 2012","17.51","3.02","1.51"
"29 Jun 2012","17.51","3.02","1.51"
"28 Jun 2012","17.08","2.95","1.55"
"27 Jun 2012","17.06","2.94","1.55"
"26 Jun 2012","16.99","2.93","1.56"
"25 Jun 2012","16.96","2.93","1.56"
"22 Jun 2012","17.07","2.94","1.55"
"21 Jun 2012","17.13","2.96","1.55"
"20 Jun 2012","16.98","2.93","1.56"
"19 Jun 2012","16.93","2.92","1.57"
"18 Jun 2012","16.8","2.9","1.58"
"15 Jun 2012","17.05","2.94","1.55"
"14 Jun 2012","16.77","2.89","1.58"
"13 Jun 2012","16.99","2.93","1.56"
"12 Jun 2012","16.99","2.93","1.56"
"11 Jun 2012","16.79","2.89","1.58"
"08 Jun 2012","16.83","2.9","1.58"
"07 Jun 2012","16.96","2.89","1.58"
"06 Jun 2012","16.78","2.86","1.6"
"05 Jun 2012","16.33","2.8","1.68"
"04 Jun 2012","16.28","2.84","1.68"
"01 Jun 2012","16.36","2.84","1.69"
"31 May 2012","16.66","2.89","1.66"
"30 May 2012","16.75","2.9","1.65"
"29 May 2012","16.9","2.93","1.6"
"28 May 2012","16.9","2.93","1.6"
"25 May 2012","16.68","2.89","1.62"
"24 May 2012","16.69","2.89","1.62"
"23 May 2012","16.38","2.84","1.65"
"22 May 2012","16.46","2.85","1.64"
"21 May 2012","16.62","2.88","1.63"
"18 May 2012","16.85","2.87","1.63"
"17 May 2012","16.78","2.86","1.64"
"16 May 2012","16.74","2.85","1.64"
"15 May 2012","17.04","2.9","1.62"
"14 May 2012","16.95","2.88","1.63"
"11 May 2012","16.87","2.89","1.62"
"10 May 2012","17","2.91","1.61"
"09 May 2012","17.03","2.92","1.61"
"08 May 2012","17.15","2.93","1.6"
"07 May 2012","17.54","3","1.56"
"04 May 2012","17.45","2.98","1.57"
"03 May 2012","17.81","3.04","1.54"
"02 May 2012","17.99","3.07","1.53"
"30 Apr 2012","18.12","3.08","1.52"
"28 Apr 2012","17.99","3.05","1.54"
"27 Apr 2012","17.93","3.04","1.54"
"26 Apr 2012","18.22","2.96","1.53"
"25 Apr 2012","18.27","2.96","1.53"
"24 Apr 2012","18.34","2.98","1.52"
"23 Apr 2012","18.26","2.96","1.53"
"20 Apr 2012","18.58","3.02","1.5"
"19 Apr 2012","18.72","3.04","1.49"
"18 Apr 2012","18.67","3.02","1.5"
"17 Apr 2012","18.63","3.01","1.5"
"16 Apr 2012","18.41","2.98","1.52"
"13 Apr 2012","18.3","2.96","1.53"
"12 Apr 2012","18.65","3","1.51"
"11 Apr 2012","18.47","2.97","1.52"
"10 Apr 2012","18.53","2.98","1.52"
"09 Apr 2012","18.5","2.97","1.52"
"04 Apr 2012","18.81","3.02","1.5"
"03 Apr 2012","18.93","3.04","1.49"
"02 Apr 2012","18.79","3.02","1.5"
"30 Mar 2012","18.71","3.01","1.5"
"29 Mar 2012","18.3","2.94","1.54"
"28 Mar 2012","18.36","2.95","1.53"
"27 Mar 2012","18.53","2.98","1.52"
"26 Mar 2012","18.32","2.95","1.54"
"23 Mar 2012","18.65","3","1.51"
"22 Mar 2012","18.47","2.97","1.52"
"21 Mar 2012","18.96","3.05","1.48"
"20 Mar 2012","18.64","3","1.51"
"19 Mar 2012","18.58","2.99","1.51"
"16 Mar 2012","18.79","3.02","1.5"
"15 Mar 2012","19.01","3.06","1.48"
"14 Mar 2012","19.31","3.1","1.46"
"13 Mar 2012","19.18","3.09","1.47"
"12 Mar 2012","18.94","3.05","1.49"
"09 Mar 2012","18.9","3.02","1.48"
"07 Mar 2012","18.5","2.96","1.52"
"06 Mar 2012","18.51","2.96","1.52"
"05 Mar 2012","18.71","2.99","1.5"
"03 Mar 2012","18.99","3.04","1.48"
"02 Mar 2012","18.99","3.04","1.48"
"01 Mar 2012","18.92","3.01","1.48"
"29 Feb 2012","19.09","3.04","1.47"
"28 Feb 2012","19.05","3.03","1.47"
"27 Feb 2012","18.5","2.98","1.5"
"24 Feb 2012","19.02","3.06","1.46"
"23 Feb 2012","19.21","3.09","1.44"
"22 Feb 2012","19.29","3.1","1.44"
"21 Feb 2012","19.64","3.16","1.41"
"17 Feb 2012","19.49","3.12","1.42"
"16 Feb 2012","19.34","3.1","1.43"
